1477358532 INTERNAL *** MONITORD_STARTED ***
1477358530 INTERNAL *** DAGMAN_STARTED 662.0 ***
1477358534 create_dir_example_workflow_0_local SUBMIT 663.0 local - 1
1477358539 create_dir_example_workflow_0_local EXECUTE 663.0 local - 1
1477358539 create_dir_example_workflow_0_local JOB_TERMINATED 663.0 local - 1
1477358539 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1477358539 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 663.0 local - 1
1477358544 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 663.0 local - 1
1477358544 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1477358550 stage_in_local_local_0_0 SUBMIT 664.0 local - 2
1477358550 stage_in_local_local_0_0 EXECUTE 664.0 local - 2
1477358550 stage_in_local_local_6_0 SUBMIT 665.0 local - 3
1477358550 stage_in_remote_local_2_1 SUBMIT 666.0 local - 4
1477358550 stage_in_remote_local_5_0 SUBMIT 667.0 local - 5
1477358550 stage_in_local_local_2_0 SUBMIT 668.0 local - 6
1477358555 stage_in_local_local_0_0 JOB_TERMINATED 664.0 local - 2
1477358555 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1477358555 stage_in_local_local_0_0 POST_SCRIPT_STARTED 664.0 local - 2
1477358555 stage_in_remote_local_2_1 EXECUTE 666.0 local - 4
1477358555 stage_in_local_local_6_0 EXECUTE 665.0 local - 3
1477358555 stage_in_local_local_2_0 EXECUTE 668.0 local - 6
1477358555 stage_in_remote_local_5_0 EXECUTE 667.0 local - 5
1477358555 stage_in_remote_local_2_1 JOB_TERMINATED 666.0 local - 4
1477358555 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 4
1477358555 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 666.0 local - 4
1477358555 stage_in_local_local_6_0 JOB_TERMINATED 665.0 local - 3
1477358555 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 3
1477358555 stage_in_local_local_6_0 POST_SCRIPT_STARTED 665.0 local - 3
1477358555 stage_in_remote_local_5_0 JOB_TERMINATED 667.0 local - 5
1477358555 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 5
1477358555 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 667.0 local - 5
1477358555 stage_in_local_local_2_1 SUBMIT 669.0 local - 7
1477358555 stage_in_local_local_2_1 EXECUTE 669.0 local - 7
1477358555 stage_in_remote_local_1_0 SUBMIT 670.0 local - 8
1477358555 stage_in_local_local_3_0 SUBMIT 671.0 local - 9
1477358555 stage_in_remote_local_1_0 EXECUTE 670.0 local - 8
1477358555 stage_in_local_local_5_0 SUBMIT 672.0 local - 10
