1478655517 INTERNAL *** MONITORD_STARTED ***
1478655515 INTERNAL *** DAGMAN_STARTED 4003.0 ***
1478655519 create_dir_example_workflow_0_local SUBMIT 4004.0 local - 1
1478655524 create_dir_example_workflow_0_local EXECUTE 4004.0 local - 1
1478655524 create_dir_example_workflow_0_local JOB_TERMINATED 4004.0 local - 1
1478655524 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1478655524 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 4004.0 local - 1
1478655529 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 4004.0 local - 1
1478655529 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1478655534 stage_in_local_local_0_0 SUBMIT 4005.0 local - 2
1478655534 stage_in_local_local_0_0 EXECUTE 4005.0 local - 2
1478655534 stage_in_remote_local_2_1 SUBMIT 4006.0 local - 3
1478655534 stage_in_local_local_6_0 SUBMIT 4007.0 local - 4
1478655534 stage_in_remote_local_5_1 SUBMIT 4008.0 local - 5
1478655534 stage_in_remote_local_5_0 SUBMIT 4009.0 local - 6
1478655539 stage_in_local_local_0_0 JOB_TERMINATED 4005.0 local - 2
1478655539 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1478655539 stage_in_local_local_0_0 POST_SCRIPT_STARTED 4005.0 local - 2
1478655539 stage_in_remote_local_5_0 EXECUTE 4009.0 local - 6
1478655539 stage_in_local_local_6_0 EXECUTE 4007.0 local - 4
1478655539 stage_in_remote_local_5_1 EXECUTE 4008.0 local - 5
1478655539 stage_in_remote_local_2_1 EXECUTE 4006.0 local - 3
1478655539 stage_in_remote_local_2_1 JOB_TERMINATED 4006.0 local - 3
1478655539 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 3
1478655539 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 4006.0 local - 3
1478655539 stage_in_local_local_6_0 JOB_TERMINATED 4007.0 local - 4
1478655539 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 4
1478655539 stage_in_local_local_6_0 POST_SCRIPT_STARTED 4007.0 local - 4
1478655539 stage_in_local_local_2_0 SUBMIT 4010.0 local - 7
1478655539 stage_in_local_local_2_0 EXECUTE 4010.0 local - 7
1478655539 stage_in_local_local_2_1 SUBMIT 4011.0 local - 8
1478655539 stage_in_remote_local_1_0 SUBMIT 4012.0 local - 9
1478655539 stage_in_local_local_3_1 SUBMIT 4013.0 local - 10
1478655539 stage_in_local_local_5_0 SUBMIT 4014.0 local - 11
1478655544 stage_in_local_local_6_0 POST_SCRIPT_TERMINATED 4007.0 local - 4
1478655544 stage_in_local_local_6_0 POST_SCRIPT_SUCCESS 0 local - 4
1478655544 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 4006.0 local - 3
1478655544 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 3
1478655544 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 4005.0 local - 2
1478655544 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1478655544 stage_in_remote_local_5_0 JOB_TERMINATED 4009.0 local - 6
1478655544 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 6
1478655544 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 4009.0 local - 6
1478655544 stage_in_remote_local_1_0 EXECUTE 4012.0 local - 9
1478655544 stage_in_local_local_2_1 EXECUTE 4011.0 local - 8
1478655544 stage_in_local_local_3_1 EXECUTE 4013.0 local - 10
1478655544 stage_in_remote_local_5_1 JOB_TERMINATED 4008.0 local - 5
1478655544 stage_in_remote_local_5_1 JOB_SUCCESS 0 local - 5
1478655544 stage_in_remote_local_5_1 POST_SCRIPT_STARTED 4008.0 local - 5
1478655544 stage_in_local_local_5_0 EXECUTE 4014.0 local - 11
1478655544 stage_in_remote_local_1_0 JOB_TERMINATED 4012.0 local - 9
1478655544 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 9
1478655544 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 4012.0 local - 9
1478655544 stage_in_local_local_2_1 JOB_TERMINATED 4011.0 local - 8
1478655544 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 8
