1478411708 INTERNAL *** MONITORD_STARTED ***
1478411706 INTERNAL *** DAGMAN_STARTED 1047.0 ***
1478411710 create_dir_example_workflow_0_local SUBMIT 1048.0 local - 1
1478411715 create_dir_example_workflow_0_local EXECUTE 1048.0 local - 1
1478411715 create_dir_example_workflow_0_local JOB_TERMINATED 1048.0 local - 1
1478411715 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1478411715 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 1048.0 local - 1
1478411720 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 1048.0 local - 1
1478411720 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1478411726 stage_in_local_local_0_0 SUBMIT 1049.0 local - 2
1478411726 stage_in_local_local_0_0 EXECUTE 1049.0 local - 2
1478411726 stage_in_local_local_6_0 SUBMIT 1050.0 local - 3
1478411726 stage_in_remote_local_2_1 SUBMIT 1051.0 local - 4
1478411726 stage_in_remote_local_5_0 SUBMIT 1052.0 local - 5
1478411726 stage_in_local_local_2_0 SUBMIT 1053.0 local - 6
1478411731 stage_in_local_local_0_0 JOB_TERMINATED 1049.0 local - 2
1478411731 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1478411731 stage_in_local_local_0_0 POST_SCRIPT_STARTED 1049.0 local - 2
1478411731 stage_in_local_local_6_0 EXECUTE 1050.0 local - 3
1478411731 stage_in_local_local_2_0 EXECUTE 1053.0 local - 6
1478411731 stage_in_remote_local_5_0 EXECUTE 1052.0 local - 5
1478411731 stage_in_remote_local_2_1 EXECUTE 1051.0 local - 4
1478411731 stage_in_remote_local_5_0 JOB_TERMINATED 1052.0 local - 5
1478411731 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 5
1478411731 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 1052.0 local - 5
1478411731 stage_in_local_local_6_0 JOB_TERMINATED 1050.0 local - 3
1478411731 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 3
1478411731 stage_in_local_local_6_0 POST_SCRIPT_STARTED 1050.0 local - 3
1478411731 stage_in_remote_local_2_1 JOB_TERMINATED 1051.0 local - 4
1478411731 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 4
1478411731 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 1051.0 local - 4
1478411731 stage_in_local_local_2_1 SUBMIT 1054.0 local - 7
1478411731 stage_in_remote_local_1_0 SUBMIT 1055.0 local - 8
1478411731 stage_in_local_local_3_0 SUBMIT 1056.0 local - 9
1478411731 stage_in_local_local_5_0 SUBMIT 1057.0 local - 10
1478411731 stage_in_local_local_4_0 SUBMIT 1058.0 local - 11
1478411736 stage_in_local_local_6_0 POST_SCRIPT_TERMINATED 1050.0 local - 3
1478411736 stage_in_local_local_6_0 POST_SCRIPT_SUCCESS 0 local - 3
1478411736 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 1049.0 local - 2
1478411736 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1478411736 stage_in_remote_local_5_0 POST_SCRIPT_TERMINATED 1052.0 local - 5
1478411736 stage_in_remote_local_5_0 POST_SCRIPT_SUCCESS 0 local - 5
1478411736 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 1051.0 local - 4
1478411736 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 4
1478411736 stage_in_local_local_2_0 JOB_TERMINATED 1053.0 local - 6
1478411736 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 6
1478411736 stage_in_local_local_2_0 POST_SCRIPT_STARTED 1053.0 local - 6
1478411736 stage_in_local_local_2_1 EXECUTE 1054.0 local - 7
1478411736 stage_in_local_local_5_0 EXECUTE 1057.0 local - 10
1478411736 stage_in_remote_local_1_0 EXECUTE 1055.0 local - 8
1478411736 stage_in_local_local_3_0 EXECUTE 1056.0 local - 9
1478411736 stage_in_local_local_4_0 EXECUTE 1058.0 local - 11
