1478552408 INTERNAL *** MONITORD_STARTED ***
1478552406 INTERNAL *** DAGMAN_STARTED 2598.0 ***
1478552411 create_dir_example_workflow_0_local SUBMIT 2599.0 local - 1
1478552416 create_dir_example_workflow_0_local EXECUTE 2599.0 local - 1
1478552416 create_dir_example_workflow_0_local JOB_TERMINATED 2599.0 local - 1
1478552416 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1478552416 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 2599.0 local - 1
1478552421 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 2599.0 local - 1
1478552421 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1478552426 stage_in_local_local_0_0 SUBMIT 2600.0 local - 2
1478552426 stage_in_local_local_0_0 EXECUTE 2600.0 local - 2
1478552426 stage_in_remote_local_2_1 SUBMIT 2601.0 local - 3
1478552426 stage_in_local_local_6_0 SUBMIT 2602.0 local - 4
1478552426 stage_in_remote_local_5_1 SUBMIT 2603.0 local - 5
1478552426 stage_in_remote_local_5_0 SUBMIT 2604.0 local - 6
1478552432 stage_in_local_local_0_0 JOB_TERMINATED 2600.0 local - 2
1478552432 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1478552432 stage_in_local_local_0_0 POST_SCRIPT_STARTED 2600.0 local - 2
1478552432 stage_in_local_local_6_0 EXECUTE 2602.0 local - 4
1478552432 stage_in_remote_local_2_1 EXECUTE 2601.0 local - 3
1478552432 stage_in_remote_local_5_0 EXECUTE 2604.0 local - 6
1478552432 stage_in_remote_local_5_1 EXECUTE 2603.0 local - 5
1478552432 stage_in_remote_local_2_1 JOB_TERMINATED 2601.0 local - 3
1478552432 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 3
1478552432 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 2601.0 local - 3
1478552432 stage_in_local_local_6_0 JOB_TERMINATED 2602.0 local - 4
1478552432 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 4
1478552432 stage_in_local_local_6_0 POST_SCRIPT_STARTED 2602.0 local - 4
1478552432 stage_in_local_local_2_0 SUBMIT 2605.0 local - 7
1478552432 stage_in_local_local_2_0 EXECUTE 2605.0 local - 7
1478552432 stage_in_local_local_2_1 SUBMIT 2606.0 local - 8
1478552432 stage_in_local_local_2_1 EXECUTE 2606.0 local - 8
1478552432 stage_in_remote_local_1_0 SUBMIT 2607.0 local - 9
1478552432 stage_in_local_local_3_1 SUBMIT 2608.0 local - 10
1478552432 stage_in_local_local_5_0 SUBMIT 2609.0 local - 11
