1481300442 INTERNAL *** MONITORD_STARTED ***
1481300440 INTERNAL *** DAGMAN_STARTED 8665.0 ***
1481300444 create_dir_example_workflow_0_local SUBMIT 8666.0 local - 1
1481300449 create_dir_example_workflow_0_local EXECUTE 8666.0 local - 1
1481300449 create_dir_example_workflow_0_local JOB_TERMINATED 8666.0 local - 1
1481300449 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1481300449 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 8666.0 local - 1
1481300454 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 8666.0 local - 1
1481300454 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1481300459 stage_in_local_local_0_0 SUBMIT 8667.0 local - 2
1481300459 stage_in_local_local_0_0 EXECUTE 8667.0 local - 2
1481300459 stage_in_local_local_6_0 SUBMIT 8668.0 local - 3
1481300459 stage_in_remote_local_2_1 SUBMIT 8669.0 local - 4
1481300459 stage_in_remote_local_5_0 SUBMIT 8670.0 local - 5
1481300459 stage_in_local_local_2_0 SUBMIT 8671.0 local - 6
1481300465 stage_in_local_local_0_0 JOB_TERMINATED 8667.0 local - 2
1481300465 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1481300465 stage_in_local_local_0_0 POST_SCRIPT_STARTED 8667.0 local - 2
1481300465 stage_in_remote_local_5_0 EXECUTE 8670.0 local - 5
1481300465 stage_in_remote_local_2_1 EXECUTE 8669.0 local - 4
1481300465 stage_in_local_local_6_0 EXECUTE 8668.0 local - 3
1481300465 stage_in_local_local_2_0 EXECUTE 8671.0 local - 6
1481300465 stage_in_remote_local_5_0 JOB_TERMINATED 8670.0 local - 5
1481300465 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 5
1481300465 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 8670.0 local - 5
1481300465 stage_in_remote_local_2_1 JOB_TERMINATED 8669.0 local - 4
1481300465 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 4
1481300465 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 8669.0 local - 4
1481300465 stage_in_local_local_6_0 JOB_TERMINATED 8668.0 local - 3
1481300465 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 3
1481300465 stage_in_local_local_6_0 POST_SCRIPT_STARTED 8668.0 local - 3
