1462853869 INTERNAL *** MONITORD_STARTED ***
1462853868 INTERNAL *** DAGMAN_STARTED 2175.0 ***
1462853872 create_dir_example_workflow_0_local SUBMIT 2176.0 local - 1
1462853872 stage_worker_local_example_workflow_0_local SUBMIT 2177.0 local - 2
1462853877 create_dir_example_workflow_0_local EXECUTE 2176.0 local - 1
1462853877 stage_worker_local_example_workflow_0_local EXECUTE 2177.0 local - 2
1462853877 stage_worker_local_example_workflow_0_local JOB_TERMINATED 2177.0 local - 2
1462853877 stage_worker_local_example_workflow_0_local JOB_SUCCESS 0 local - 2
1462853877 create_dir_example_workflow_0_local JOB_TERMINATED 2176.0 local - 1
1462853877 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1462853877 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 2176.0 local - 1
1462853882 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 2176.0 local - 1
1462853882 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1462853887 stage_in_local_local_0_0 SUBMIT 2178.0 local - 3
1462853887 stage_in_local_local_0_0 EXECUTE 2178.0 local - 3
1462853887 stage_in_remote_local_2_1 SUBMIT 2179.0 local - 4
1462853887 stage_in_local_local_1_1 SUBMIT 2180.0 local - 5
1462853887 stage_in_local_local_4_0 SUBMIT 2181.0 local - 6
1462853887 stage_in_local_local_1_0 SUBMIT 2182.0 local - 7
1462853893 stage_in_local_local_0_0 JOB_TERMINATED 2178.0 local - 3
1462853893 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1462853893 stage_in_local_local_0_0 POST_SCRIPT_STARTED 2178.0 local - 3
1462853893 stage_in_remote_local_2_1 EXECUTE 2179.0 local - 4
1462853893 stage_in_local_local_1_0 EXECUTE 2182.0 local - 7
1462853893 stage_in_local_local_4_0 EXECUTE 2181.0 local - 6
1462853893 stage_in_local_local_1_1 EXECUTE 2180.0 local - 5
1462853893 stage_in_local_local_4_0 JOB_TERMINATED 2181.0 local - 6
1462853893 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 6
1462853893 stage_in_local_local_4_0 POST_SCRIPT_STARTED 2181.0 local - 6
1462853893 stage_in_local_local_1_1 JOB_TERMINATED 2180.0 local - 5
1462853893 stage_in_local_local_1_1 JOB_SUCCESS 0 local - 5
1462853893 stage_in_local_local_1_1 POST_SCRIPT_STARTED 2180.0 local - 5
1462853893 stage_in_remote_local_0_1 SUBMIT 2183.0 local - 8
1462853893 stage_in_remote_local_0_1 EXECUTE 2183.0 local - 8
1462853893 stage_in_local_local_2_0 SUBMIT 2184.0 local - 9
1462853893 stage_in_local_local_2_0 EXECUTE 2184.0 local - 9
1462853893 stage_in_remote_local_1_1 SUBMIT 2185.0 local - 10
1462853893 stage_in_remote_local_0_0 SUBMIT 2186.0 local - 11
1462853893 stage_in_remote_local_4_0 SUBMIT 2187.0 local - 12
1462853898 stage_in_local_local_4_0 POST_SCRIPT_TERMINATED 2181.0 local - 6
1462853898 stage_in_local_local_4_0 POST_SCRIPT_SUCCESS 0 local - 6
1462853898 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 2178.0 local - 3
1462853898 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1462853898 stage_in_local_local_1_1 POST_SCRIPT_TERMINATED 2180.0 local - 5
1462853898 stage_in_local_local_1_1 POST_SCRIPT_SUCCESS 0 local - 5
1462853898 stage_in_remote_local_2_1 JOB_TERMINATED 2179.0 local - 4
1462853898 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 4
1462853898 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 2179.0 local - 4
1462853898 stage_in_local_local_1_0 JOB_TERMINATED 2182.0 local - 7
1462853898 stage_in_local_local_1_0 JOB_SUCCESS 0 local - 7
1462853898 stage_in_local_local_1_0 POST_SCRIPT_STARTED 2182.0 local - 7
1462853898 stage_in_remote_local_1_1 EXECUTE 2185.0 local - 10
1462853898 stage_in_remote_local_4_0 EXECUTE 2187.0 local - 12
1462853898 stage_in_remote_local_0_0 EXECUTE 2186.0 local - 11
1462853898 stage_in_remote_local_0_1 JOB_TERMINATED 2183.0 local - 8
1462853898 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 8
1462853898 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 2183.0 local - 8
1462853898 stage_in_local_local_2_0 JOB_TERMINATED 2184.0 local - 9
1462853898 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 9
1462853898 stage_in_local_local_2_0 POST_SCRIPT_STARTED 2184.0 local - 9
1462853898 stage_in_remote_local_1_1 JOB_TERMINATED 2185.0 local - 10
1462853898 stage_in_remote_local_1_1 JOB_SUCCESS 0 local - 10
1462853898 stage_in_remote_local_1_1 POST_SCRIPT_STARTED 2185.0 local - 10
1462853898 stage_in_remote_local_0_0 JOB_TERMINATED 2186.0 local - 11
1462853898 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 11
1462853898 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 2186.0 local - 11
