1477375208 INTERNAL *** MONITORD_STARTED ***
1477375206 INTERNAL *** DAGMAN_STARTED 861.0 ***
1477375210 create_dir_example_workflow_0_local SUBMIT 862.0 local - 1
1477375215 create_dir_example_workflow_0_local EXECUTE 862.0 local - 1
1477375215 create_dir_example_workflow_0_local JOB_TERMINATED 862.0 local - 1
1477375215 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1477375215 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 862.0 local - 1
1477375220 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 862.0 local - 1
1477375220 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1477375225 stage_in_local_local_0_0 SUBMIT 863.0 local - 2
1477375225 stage_in_local_local_6_0 SUBMIT 864.0 local - 3
1477375225 stage_in_local_local_0_0 EXECUTE 863.0 local - 2
1477375225 stage_in_remote_local_2_1 SUBMIT 865.0 local - 4
1477375225 stage_in_remote_local_5_1 SUBMIT 866.0 local - 5
1477375225 stage_in_remote_local_5_0 SUBMIT 867.0 local - 6
1477375231 stage_in_local_local_0_0 JOB_TERMINATED 863.0 local - 2
1477375231 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1477375231 stage_in_local_local_0_0 POST_SCRIPT_STARTED 863.0 local - 2
1477375231 stage_in_local_local_6_0 EXECUTE 864.0 local - 3
1477375231 stage_in_remote_local_2_1 EXECUTE 865.0 local - 4
1477375231 stage_in_remote_local_5_0 EXECUTE 867.0 local - 6
1477375231 stage_in_remote_local_5_1 EXECUTE 866.0 local - 5
1477375231 stage_in_remote_local_2_1 JOB_TERMINATED 865.0 local - 4
1477375231 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 4
1477375231 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 865.0 local - 4
1477375231 stage_in_local_local_6_0 JOB_TERMINATED 864.0 local - 3
1477375231 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 3
1477375231 stage_in_local_local_6_0 POST_SCRIPT_STARTED 864.0 local - 3
1477375231 stage_in_remote_local_5_1 JOB_TERMINATED 866.0 local - 5
1477375231 stage_in_remote_local_5_1 JOB_SUCCESS 0 local - 5
1477375231 stage_in_remote_local_5_1 POST_SCRIPT_STARTED 866.0 local - 5
1477375231 stage_in_local_local_2_0 SUBMIT 868.0 local - 7
1477375231 stage_in_local_local_2_0 EXECUTE 868.0 local - 7
1477375231 stage_in_local_local_2_1 SUBMIT 869.0 local - 8
1477375231 stage_in_local_local_2_1 EXECUTE 869.0 local - 8
1477375231 stage_in_local_local_3_1 SUBMIT 870.0 local - 9
1477375231 stage_in_remote_local_1_0 SUBMIT 871.0 local - 10
1477375231 stage_in_local_local_3_0 SUBMIT 872.0 local - 11
1477375236 stage_in_remote_local_5_1 POST_SCRIPT_TERMINATED 866.0 local - 5
1477375236 stage_in_remote_local_5_1 POST_SCRIPT_SUCCESS 0 local - 5
1477375236 stage_in_local_local_6_0 POST_SCRIPT_TERMINATED 864.0 local - 3
1477375236 stage_in_local_local_6_0 POST_SCRIPT_SUCCESS 0 local - 3
1477375236 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 863.0 local - 2
1477375236 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1477375236 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 865.0 local - 4
1477375236 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 4
1477375236 stage_in_remote_local_5_0 JOB_TERMINATED 867.0 local - 6
1477375236 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 6
1477375236 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 867.0 local - 6
1477375236 stage_in_remote_local_1_0 EXECUTE 871.0 local - 10
1477375236 stage_in_local_local_3_1 EXECUTE 870.0 local - 9
1477375236 stage_in_local_local_3_0 EXECUTE 872.0 local - 11
1477375236 stage_in_local_local_2_1 JOB_TERMINATED 869.0 local - 8
1477375236 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 8
1477375236 stage_in_local_local_2_1 POST_SCRIPT_STARTED 869.0 local - 8
1477375236 stage_in_local_local_3_1 JOB_TERMINATED 870.0 local - 9
1477375236 stage_in_local_local_3_1 JOB_SUCCESS 0 local - 9
1477375236 stage_in_local_local_3_1 POST_SCRIPT_STARTED 870.0 local - 9
1477375236 stage_in_remote_local_1_0 JOB_TERMINATED 871.0 local - 10
1477375236 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 10
1477375236 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 871.0 local - 10
1477375236 stage_in_local_local_2_0 JOB_TERMINATED 868.0 local - 7
1477375236 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 7
1477375236 stage_in_local_local_2_0 POST_SCRIPT_STARTED 868.0 local - 7
1477375236 stage_in_local_local_5_0 SUBMIT 873.0 local - 12
