1485097777 INTERNAL *** MONITORD_STARTED ***
1485097775 INTERNAL *** DAGMAN_STARTED 9357.0 ***
1485097780 create_dir_example_workflow_0_local SUBMIT 9358.0 local - 1
1485097785 create_dir_example_workflow_0_local EXECUTE 9358.0 local - 1
1485097785 create_dir_example_workflow_0_local JOB_TERMINATED 9358.0 local - 1
1485097785 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1485097785 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 9358.0 local - 1
1485097790 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 9358.0 local - 1
1485097790 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1485097795 stage_in_local_local_0_0 SUBMIT 9359.0 local - 2
1485097795 stage_in_local_local_0_0 EXECUTE 9359.0 local - 2
1485097795 stage_in_local_local_4_0 SUBMIT 9360.0 local - 3
1485097795 stage_in_local_local_1_0 SUBMIT 9361.0 local - 4
1485097795 stage_in_local_local_2_0 SUBMIT 9362.0 local - 5
1485097795 stage_in_remote_local_0_0 SUBMIT 9363.0 local - 6
1485097801 stage_in_local_local_0_0 JOB_TERMINATED 9359.0 local - 2
1485097801 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1485097801 stage_in_local_local_0_0 POST_SCRIPT_STARTED 9359.0 local - 2
1485097801 stage_in_local_local_2_0 EXECUTE 9362.0 local - 5
1485097801 stage_in_remote_local_0_0 EXECUTE 9363.0 local - 6
1485097801 stage_in_local_local_1_0 EXECUTE 9361.0 local - 4
1485097801 stage_in_local_local_4_0 EXECUTE 9360.0 local - 3
1485097801 stage_in_local_local_2_0 JOB_TERMINATED 9362.0 local - 5
1485097801 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 5
1485097801 stage_in_local_local_2_0 POST_SCRIPT_STARTED 9362.0 local - 5
1485097801 stage_in_remote_local_0_0 JOB_TERMINATED 9363.0 local - 6
1485097801 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 6
1485097801 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 9363.0 local - 6
1485097801 stage_in_local_local_1_0 JOB_TERMINATED 9361.0 local - 4
1485097801 stage_in_local_local_1_0 JOB_SUCCESS 0 local - 4
1485097801 stage_in_local_local_1_0 POST_SCRIPT_STARTED 9361.0 local - 4
1485097801 stage_in_local_local_4_0 JOB_TERMINATED 9360.0 local - 3
1485097801 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 3
1485097801 stage_in_local_local_4_0 POST_SCRIPT_STARTED 9360.0 local - 3
1485097801 stage_in_remote_local_4_0 SUBMIT 9364.0 local - 7
1485097801 stage_in_remote_local_1_0 SUBMIT 9365.0 local - 8
1485097801 stage_in_remote_local_4_0 EXECUTE 9364.0 local - 7
1485097801 stage_in_local_local_3_0 SUBMIT 9366.0 local - 9
1485097801 stage_in_remote_local_1_0 EXECUTE 9365.0 local - 8
1485097801 stage_in_local_local_3_0 EXECUTE 9366.0 local - 9
1485097801 stage_in_remote_local_3_0 SUBMIT 9367.0 local - 10
