W-01 5700 5880 5820
W-03 4800 4740 4740
W-04 4980 5040 4980
W-06 4260 4260 4200
W-07_0 5580 5520 5520
W-07_1 5580 5520 5640
W-07_2 8160 8160 8160
W-08_0 5280 4980 5160
W-08_1 5100 5100 5100
W-08_2 7740 8280 7620
W-09_0 6240 6240 6420
W-09_1 6360 6420 6600
W-09_2 9060 9240 12960
W-10_0 3900 3900 4080
W-10_1 3900 2639 3900
W-10_2 6840 13080 9840
W-11_0 4020 3900 4020
W-11_1 4500 3900 4500
W-11_2 12600 13500 12000
