1480432686 INTERNAL *** MONITORD_STARTED ***
1480432684 INTERNAL *** DAGMAN_STARTED 7287.0 ***
1480432688 create_dir_example_workflow_0_local SUBMIT 7288.0 local - 1
1480432693 create_dir_example_workflow_0_local EXECUTE 7288.0 local - 1
1480432693 create_dir_example_workflow_0_local JOB_TERMINATED 7288.0 local - 1
1480432693 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1480432693 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 7288.0 local - 1
1480432698 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 7288.0 local - 1
1480432698 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1480432704 stage_in_local_local_0_0 SUBMIT 7289.0 local - 2
1480432704 stage_in_local_local_0_0 EXECUTE 7289.0 local - 2
1480432704 stage_in_remote_local_2_1 SUBMIT 7290.0 local - 3
1480432704 stage_in_local_local_6_0 SUBMIT 7291.0 local - 4
1480432704 stage_in_remote_local_5_1 SUBMIT 7292.0 local - 5
1480432704 stage_in_remote_local_5_0 SUBMIT 7293.0 local - 6
1480432709 stage_in_local_local_0_0 JOB_TERMINATED 7289.0 local - 2
1480432709 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1480432709 stage_in_local_local_0_0 POST_SCRIPT_STARTED 7289.0 local - 2
1480432709 stage_in_local_local_6_0 EXECUTE 7291.0 local - 4
1480432709 stage_in_remote_local_2_1 EXECUTE 7290.0 local - 3
1480432709 stage_in_remote_local_5_0 EXECUTE 7293.0 local - 6
1480432709 stage_in_remote_local_5_1 EXECUTE 7292.0 local - 5
1480432709 stage_in_local_local_6_0 JOB_TERMINATED 7291.0 local - 4
1480432709 stage_in_local_local_6_0 JOB_SUCCESS 0 local - 4
1480432709 stage_in_local_local_6_0 POST_SCRIPT_STARTED 7291.0 local - 4
1480432709 stage_in_remote_local_2_1 JOB_TERMINATED 7290.0 local - 3
1480432709 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 3
1480432709 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 7290.0 local - 3
1480432709 stage_in_local_local_2_0 SUBMIT 7294.0 local - 7
1480432709 stage_in_local_local_2_1 SUBMIT 7295.0 local - 8
1480432709 stage_in_remote_local_1_0 SUBMIT 7296.0 local - 9
1480432709 stage_in_local_local_3_1 SUBMIT 7297.0 local - 10
1480432709 stage_in_local_local_5_0 SUBMIT 7298.0 local - 11
1480432715 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 7290.0 local - 3
1480432715 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 3
1480432715 stage_in_local_local_6_0 POST_SCRIPT_TERMINATED 7291.0 local - 4
1480432715 stage_in_local_local_6_0 POST_SCRIPT_SUCCESS 0 local - 4
1480432715 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 7289.0 local - 2
1480432715 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1480432715 stage_in_remote_local_5_1 JOB_TERMINATED 7292.0 local - 5
1480432715 stage_in_remote_local_5_1 JOB_SUCCESS 0 local - 5
1480432715 stage_in_remote_local_5_1 POST_SCRIPT_STARTED 7292.0 local - 5
1480432715 stage_in_remote_local_5_0 JOB_TERMINATED 7293.0 local - 6
1480432715 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 6
1480432715 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 7293.0 local - 6
1480432715 stage_in_local_local_2_0 EXECUTE 7294.0 local - 7
1480432715 stage_in_local_local_3_1 EXECUTE 7297.0 local - 10
1480432715 stage_in_local_local_2_1 EXECUTE 7295.0 local - 8
1480432715 stage_in_remote_local_1_0 EXECUTE 7296.0 local - 9
1480432715 stage_in_local_local_5_0 EXECUTE 7298.0 local - 11
1480432715 stage_in_local_local_2_1 JOB_TERMINATED 7295.0 local - 8
1480432715 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 8
1480432715 stage_in_local_local_2_1 POST_SCRIPT_STARTED 7295.0 local - 8
1480432715 stage_in_remote_local_1_0 JOB_TERMINATED 7296.0 local - 9
1480432715 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 9
1480432715 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 7296.0 local - 9
1480432715 stage_in_local_local_3_0 SUBMIT 7299.0 local - 12
1480432715 stage_in_local_local_5_1 SUBMIT 7300.0 local - 13
1480432715 stage_in_local_local_4_0 SUBMIT 7301.0 local - 14
1480432715 stage_in_local_local_7_0 SUBMIT 7302.0 local - 15
1480432715 stage_in_local_local_4_1 SUBMIT 7303.0 local - 16
1480432721 stage_in_local_local_3_1 JOB_TERMINATED 7297.0 local - 10
1480432721 stage_in_local_local_3_1 JOB_SUCCESS 0 local - 10
1480432721 stage_in_local_local_3_1 POST_SCRIPT_STARTED 7297.0 local - 10
1480432721 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 7295.0 local - 8
1480432721 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 8
1480432721 stage_in_local_local_2_0 JOB_TERMINATED 7294.0 local - 7
1480432721 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 7
1480432721 stage_in_local_local_2_0 POST_SCRIPT_STARTED 7294.0 local - 7
1480432721 stage_in_remote_local_5_1 POST_SCRIPT_TERMINATED 7292.0 local - 5
1480432721 stage_in_remote_local_5_1 POST_SCRIPT_SUCCESS 0 local - 5
1480432721 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 7296.0 local - 9
1480432721 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 9
1480432721 stage_in_remote_local_5_0 POST_SCRIPT_TERMINATED 7293.0 local - 6
1480432721 stage_in_remote_local_5_0 POST_SCRIPT_SUCCESS 0 local - 6
1480432721 stage_in_local_local_5_1 EXECUTE 7300.0 local - 13
1480432721 stage_in_local_local_3_0 EXECUTE 7299.0 local - 12
1480432721 stage_in_local_local_4_1 EXECUTE 7303.0 local - 16
1480432721 stage_in_local_local_5_0 JOB_TERMINATED 7298.0 local - 11
1480432721 stage_in_local_local_5_0 JOB_SUCCESS 0 local - 11
1480432721 stage_in_local_local_5_0 POST_SCRIPT_STARTED 7298.0 local - 11
1480432721 stage_in_local_local_7_0 EXECUTE 7302.0 local - 15
