W-01 186.6478 184.97785438 188.31774562 1
W-02 504.0246 495.355767263 512.693432737 1
W-03 499.183 491.880119073 506.485880927 1
W-04 542.3444 538.273932565 546.414867435 2
W-05 555.4826 548.070482285 562.894717715 2
W-06 549.5734 539.539701395 559.607098605 2
W-07_0 544.5516 536.011775835 553.091424165 3
W-07_1 543.3644 536.513291428 550.215508572 4
W-07_2 546.2676 542.552333245 549.982866755 5
W-08_0 540.916 530.961887088 550.870112912 3
W-08_1 544.549 538.351451227 550.746548773 4
W-08_2 555.2444 519.492357839 590.996442161 5
W-09_0 566.065 554.588317296 577.541682704 6
W-09_1 548.1322 537.187224197 559.077175803 7
W-09_2 563.9736 557.058342248 570.888857752 8
W-10_0 557.2372 540.321358509 574.153041491 6
W-10_1 555.9692 537.013896028 574.924503972 7
W-10_2 549.7966 537.915902185 561.677297815 8
W-11_0 559.079 544.423538654 573.734461346 6
W-11_1 542.0508 534.002737084 550.098862916 7
W-11_2 540.7486 533.460928065 548.036271935 8
