W-01 770.542 768.884 764.243 769.538 767.297
W-02 1083.265 1082.691 1104.391 1086.666 1082.277
W-03 1068.872 1079.393 1058.201 1067.267 1084.773
W-04 524.182 529.955 537.044 544.375 526.609
W-05 520.265 514.137 518.759 523.563 512.126
W-06 520.986 520.754 516.692 521.497 521.08
W-07_0 552.869 550.625 560.884 547.445 549.346
W-07_1 543.49 533.697 545.375 555.885 539.632
W-07_2 538.667 611.217 542.598 539.843 546.621
W-08_0 541.094 543.124 563.288 547.884 561.005
W-08_1 539.119 542.155 536.128 629.542 536.236
W-08_2 533.289 546.501 538.602 529.415 538.354
W-09_0 541.367 553.046 528.994 532.322 544.306
W-09_1 527.193 509.88 535.929 522.277 522.969
W-09_2 551.581 532.971 553.624 535.67 538.958
W-10_0 544.077 535.16 541.506 559.701 537.934
W-10_1 529.971 540.6 521.476 519.3 536.532
W-10_2 547.013 513.64 529.442 535.894 513.07
W-11_0 529.741 540.972 534.641 535.437 548.687
W-11_1 520.605 510.234 524.577 526.034 509.643
W-11_2 521.761 527.468 514.117 523.527 531.185
