W-01 378.0 378.49 377.463 377.505 377.74
W-02 377.975 378.857 378.149 377.581 378.821
W-03 367.692 375.544 360.672 369.085 368.606
W-04 249.864 245.949 255.034 248.399 257.043
W-05 248.089 245.302 246.687 244.112 245.14
W-06 249.812 249.152 244.802 248.875 242.692
W-07_0 253.216 248.746 253.0 257.655 259.683
W-07_1 254.508 256.32 266.26 267.414 271.199
W-07_2 248.838 285.25 251.282 249.494 250.068
W-08_0 257.099 255.882 254.823 252.788 253.742
W-08_1 261.2 261.851 261.456 309.144 267.555
W-08_2 264.224 259.946 264.591 263.065 260.716
W-09_0 251.957 256.427 254.144 255.882 259.803
W-09_1 247.34 244.378 252.896 250.579 249.184
W-09_2 253.06 260.519 259.164 255.389 252.118
W-10_0 251.964 255.697 259.418 261.698 252.742
W-10_1 252.6 256.927 247.193 244.684 255.858
W-10_2 254.522 249.456 248.792 252.446 247.659
W-11_0 251.917 261.34 252.413 250.313 259.606
W-11_1 243.209 241.155 249.275 237.396 243.609
W-11_2 248.29 245.637 242.686 244.632 255.696
