W-01 186.387 186.334 188.879 185.335 186.407
W-02 503.378 504.652 526.955 500.984 505.329
W-03 506.213 497.857 495.938 506.585 505.592
W-04 515.938 521.554 535.462 533.622 528.073
W-05 517.782 529.327 526.968 529.834 521.831
W-06 516.036 533.534 522.238 515.37 523.115
W-07_0 541.516 568.309 543.989 534.693 541.533
W-07_1 542.718 548.98 542.906 530.307 542.388
W-07_2 545.605 556.937 552.665 545.493 548.599
W-08_0 538.577 547.012 547.942 533.04 549.532
W-08_1 529.505 551.615 537.028 553.416 539.442
W-08_2 535.405 542.18 528.251 545.211 547.03
W-09_0 566.064 574.346 557.23 564.085 559.249
W-09_1 543.125 535.729 543.759 545.278 539.049
W-09_2 565.704 551.682 564.922 563.695 562.688
W-10_0 538.892 552.353 571.26 569.423 533.799
W-10_1 561.536 545.537 541.075 533.653 569.268
W-10_2 538.85 532.466 565.145 545.658 543.142
W-11_0 534.386 552.149 565.944 568.707 561.036
W-11_1 544.883 524.525 541.46 527.456 534.656
W-11_2 543.824 535.653 532.393 546.246 544.321
