W-01 768.1008 765.048785927 771.152814073 1
W-02 1087.858 1076.18203235 1099.53396765 1
W-03 1071.7012 1058.67914493 1084.72325507 1
W-04 532.433 522.193766583 542.672233417 2
W-05 517.77 512.018822659 523.521177341 2
W-06 520.2018 517.742853121 522.660746879 2
W-07_0 552.2338 545.749458053 558.718141947 3
W-07_1 543.6158 533.454292834 553.777307166 4
W-07_2 555.7892 517.128980527 594.449419473 5
W-08_0 551.279 538.547017201 564.010982799 3
W-08_1 556.636 505.938053269 607.333946731 4
W-08_2 537.2322 529.240500868 545.223899132 5
W-09_0 540.007 528.053897301 551.960102699 6
W-09_1 523.6496 511.947477074 535.351722926 7
W-09_2 542.5608 530.843906271 554.277693729 8
W-10_0 543.6756 531.779526629 555.571673371 6
W-10_1 529.5758 518.106750666 541.044849334 7
W-10_2 527.8118 509.66027999 545.96332001 8
W-11_0 537.8956 528.919193947 546.872006053 6
W-11_1 518.2186 508.510975277 527.926224723 7
W-11_2 523.6116 515.617378103 531.605821897 8
