W-01 1880.1288 1823.28627302 1936.97132698 1
W-02 2009.4352 1555.87618745 2462.99421255 1
W-03 1162.99973333 1020.03642881 1305.96303785 1
W-04 859.3338 846.817617264 871.849982736 2
W-05 730.3544 710.632311138 750.076488862 2
W-06 298.323533333 295.408799898 301.238266768 2
W-07_0 978.4402 954.796901725 1002.08349828 3
W-07_1 975.9896 964.880334729 987.098865271 4
W-07_2 1040.2398 852.340270436 1228.13932956 5
W-08_0 493.494533333 481.74639665 505.242670016 3
W-08_1 487.307466667 395.799148356 578.815784977 4
W-08_2 1191.06486667 1074.9042322 1307.22550114 5
W-09_0 1557.8088 1470.19993719 1645.41766281 6
W-09_1 1265.0662 1000.64052071 1529.49187929 7
W-09_2 1498.2282 1492.2168704 1504.2395296 8
W-10_0 393.318844444 361.628186949 425.009501939 6
W-10_1 345.788422222 318.694348389 372.882496055 7
W-10_2 666.905933333 616.681916301 717.129950366 8
W-11_0 292.998466667 275.051194809 310.945738525 6
W-11_1 227.833577778 216.546070173 239.121085382 7
W-11_2 504.984555556 485.636443137 524.332667974 8
