W-01 4584.0 4543.19475716 4624.80524284 1
W-02 4668.0 4198.59188555 5137.40811445 1
W-03 3840.0 3681.96197404 3998.03802596 1
W-04 3936.0 3895.19475716 3976.80524284 2
W-05 2804.6 2757.76440765 2851.43559235 2
W-06 2011.8 1989.73817781 2033.86182219 2
W-07_0 3036.0 3006.6693837 3065.3306163 3
W-07_1 3084.0 3075.26411942 3092.73588058 4
W-07_2 3135.4 2825.29382607 3445.50617393 5
W-08_0 2242.6 2225.02705444 2260.17294556 3
W-08_1 2292.8 2112.22986308 2473.37013692 4
W-08_2 3057.8 2914.64362565 3200.95637435 5
W-09_0 3572.2 3502.9589993 3641.4410007 6
W-09_1 3196.4 2922.75939607 3470.04060393 7
W-09_2 3507.0 3482.30680233 3531.69319767 8
W-10_0 1859.4 1800.21155596 1918.58844404 6
W-10_1 1775.4 1683.16266583 1867.63733417 7
W-10_2 2136.0 2069.66678096 2202.33321904 8
W-11_0 1763.2 1700.73677237 1825.66322763 6
W-11_1 1633.0 1610.73644168 1655.26355832 7
W-11_2 1997.2 1975.40181138 2018.99818862 8
