W-01 181.8054 181.400532229 182.210267771 1
W-02 183.6734 180.011242321 187.335557679 1
W-03 181.2306 179.386583773 183.074616227 1
W-04 34.0896 10.8723936554 57.3068063446 2
W-05 42.276 42.0032278684 42.5487721316 2
W-06 42.5782 42.0456430882 43.1107569118 2
W-07_0 43.282 42.1965175476 44.3674824524 3
W-07_1 43.1034 42.5824597253 43.6243402747 4
W-07_2 43.2158 42.7726238706 43.6589761294 5
W-08_0 43.0124 42.4407606308 43.5840393692 3
W-08_1 43.6114 42.2027521407 45.0200478593 4
W-08_2 43.9368 42.7580813623 45.1155186377 5
W-09_0 14.7812 14.2576715497 15.3047284503 6
W-09_1 15.8652 14.1897697583 17.5406302417 7
W-09_2 15.1634 14.4034440156 15.9233559844 8
W-10_0 9.7574 0.0914649902121 19.4233350098 6
W-10_1 6.8412 -3.33458484493 17.0169848449 7
W-10_2 1.1554 0.813910118756 1.49688988124 8
W-11_0 8.4812 -4.40856723324 21.3709672332 6
W-11_1 15.4186 4.74387940023 26.0933205998 7
W-11_2 20.0264 15.2249241231 24.8278758769 8
