W-01 0.104 0.106 0.095 0.093 0.1
W-02 0.111 0.104 0.114 0.112 0.09
W-03 0.105 0.094 0.112 0.099 0.112
W-04 0.634 0.631 0.637 0.638 0.632
W-05 0.624 0.636 0.628 0.628 0.63
W-06 0.632 0.625 0.625 0.652 0.627
W-07_0 0.638 0.632 0.639 0.633 0.65
W-07_1 0.643 0.638 0.641 0.645 0.632
W-07_2 0.657 0.639 0.656 0.647 0.636
W-08_0 0.644 0.631 0.634 0.651 0.635
W-08_1 0.626 0.628 0.646 0.653 0.643
W-08_2 0.641 0.636 0.66 0.629 0.629
W-09_0 0.655 0.662 0.632 0.663 0.658
W-09_1 0.662 0.643 0.648 0.651 0.651
W-09_2 0.636 0.637 0.645 0.656 0.655
W-10_0 0.652 0.656 0.661 0.665 0.645
W-10_1 0.656 0.652 0.644 0.63 0.639
W-10_2 0.667 0.649 0.647 0.637 0.644
W-11_0 0.656 0.64 0.662 0.643 0.645
W-11_1 0.658 0.653 0.642 0.641 0.652
W-11_2 0.646 0.67 0.642 0.672 0.647
