W-01 186.6684 185.034768484 188.302031516 1
W-02 508.2596 495.120742013 521.398457987 1
W-03 502.437 496.086537855 508.787462145 1
W-04 526.9298 516.75478633 537.10481367 2
W-05 525.1484 518.696659585 531.600140415 2
W-06 522.0586 512.979963052 531.137236948 2
W-07_0 546.008 529.942433501 562.073566499 3
W-07_1 541.4598 533.004750276 549.914849724 4
W-07_2 549.8598 543.754215125 555.965384875 5
W-08_0 543.2206 534.403304939 552.037895061 3
W-08_1 542.2012 529.63092264 554.77147736 4
W-08_2 539.6154 530.002697843 549.228102157 5
W-09_0 564.1948 555.876526844 572.513073156 6
W-09_1 541.388 536.52858205 546.24741795 7
W-09_2 561.7382 554.61288497 568.86351503 8
W-10_0 553.1454 531.899067698 574.391732302 6
W-10_1 550.2138 531.892365343 568.535234657 7
W-10_2 545.0522 529.786596516 560.317803484 8
W-11_0 556.4444 539.253742196 573.635057804 6
W-11_1 534.596 523.747502951 545.444497049 7
W-11_2 540.4874 532.937674531 548.037125469 8
