W-01 711.699 710.347 708.961 709.39 713.841
W-02 712.334 715.619 718.753 711.665 712.383
W-03 379.001666667 371.916666667 365.053333333 375.084333333 374.001333333
W-04 932.951 932.285 925.202 922.85 921.181
W-05 932.838 944.06 933.366 932.51 939.59
W-06 386.468 388.462 383.438666667 382.893666667 381.435666667
W-07_0 918.922 930.782 912.839 908.714 913.101
W-07_1 947.933 969.991 962.935 971.212 953.576
W-07_2 915.808 1039.133 918.371 905.095 912.561
W-08_0 377.000666667 374.042333333 373.111 374.553666667 375.152
W-08_1 363.855 360.518333333 352.090333333 368.612333333 387.011333333
W-08_2 353.690333333 356.768 353.741666667 359.874333333 353.972
W-09_0 846.927 880.99 866.945 885.081 868.6
W-09_1 808.545 813.511 807.884 810.322 806.934
W-09_2 873.061 864.121 872.81 877.526 860.925
W-10_0 126.693777778 129.004222222 123.280888889 124.627555556 125.676888889
W-10_1 100.82 101.077777778 102.417888889 103.710666667 103.814333333
W-10_2 102.449 103.169444444 101.458111111 100.764333333 100.384555556
W-11_0 122.395333333 121.887777778 124.431555556 127.145888889 123.812555556
W-11_1 103.480111111 101.181666667 99.5405555556 97.1306666667 101.015555556
W-11_2 98.6967777778 99.3243333333 100.173111111 103.825888889 106.373
