W-01 1847.532 1876.652 1937.897 1826.062 1912.501
W-02 1858.638 2657.232 1766.393 1886.337 1878.576
W-03 1188.854 1177.032 1063.48366667 1335.08333333 1050.54566667
W-04 861.489 852.849 857.352 849.53 875.449
W-05 715.448 730.737 714.214 740.388 750.985
W-06 297.072 301.193333333 296.924666667 295.949 300.478666667
W-07_0 999.624 956.352 961.087 982.779 992.359
W-07_1 966.621 979.104 967.217 979.449 987.557
W-07_2 972.418 1310.916 969.365 975.607 972.893
W-08_0 486.999333333 493.61 498.961666667 482.001333333 505.900333333
W-08_1 445.253333333 453.256666667 464.331333333 618.583 455.113
W-08_2 1130.93466667 1123.48533333 1305.93466667 1279.78933333 1115.18033333
W-09_0 1531.698 1549.764 1523.013 1504.026 1680.543
W-09_1 1366.793 1041.607 1493.86 1389.087 1033.984
W-09_2 1502.53 1492.755 1503.123 1493.683 1499.05
W-10_0 377.078444444 391.954444444 422.400555556 414.305111111 360.855666667
W-10_1 349.033444444 356.949555556 324.931888889 323.384666667 374.642555556
W-10_2 682.115777778 662.374555556 723.466222222 612.878111111 653.695
W-11_0 284.791222222 277.014222222 287.183888889 304.203444444 311.799555556
W-11_1 232.32 234.440444444 212.003444444 231.778 228.626
W-11_2 494.022222222 483.787666667 516.5 510.011333333 520.601555556
