
# Transformation - name of the transformation.
# Count          - the number of times the invocations corresponding to
#                  the transformation was executed.
# Succeeded      - the count of the succeeded invocations corresponding
#                  to the transformation.
# Failed         - the count of the failed invocations corresponding to
#                  the transformation.
# Min(sec)       - the minimum invocation runtime value corresponding
#                  to the transformation.
# Max(sec)       - the maximum invocation runtime value corresponding
#                  to the transformation.
# Mean(sec)      - the mean of the invocation runtime corresponding
#                  to the transformation.
# Total(sec)     - the cumulative of invocation runtime corresponding
#                  to the transformation.

# 5508669e-1cc4-4b8e-8ded-f93fd83bee1f (example_workflow)
Transformation                            Count     Succeeded Failed  Min       Max       Mean          Total     
dagman::post                              38        38        0       5.0       6.0       5.184         197.0     
example_workflow::analysisevent_0:1.0     1         1         0       0.64      0.64      0.64          0.64      
example_workflow::averageratioevent_0:1.0 1         1         0       77.617    77.617    77.617        77.617    
example_workflow::calculateratio_0:1.0    1         1         0       1310.916  1310.916  1310.916      1310.916  
example_workflow::generalinfo_0:1.0       1         1         0       285.25    285.25    285.25        285.25    
example_workflow::init_0:1.0              1         1         0       42.72     42.72     42.72         42.72     
example_workflow::mediancpu_0:1.0         1         1         0       551.336   551.336   551.336       551.336   
example_workflow::medianmemory_0:1.0      1         1         0       556.937   556.937   556.937       556.937   
example_workflow::statscpumemory_0:1.0    1         1         0       611.217   611.217   611.217       611.217   
example_workflow::taskevent_0:1.0         1         1         0       1039.133  1039.133  1039.133      1039.133  
example_workflow::terminate_0:1.0         1         1         0       0.639     0.639     0.639         0.639     
pegasus::cleanup                          10        10        0       0.0       8.188     4.572         45.725    
pegasus::dirmanager                       1         1         0       0.0       0.0       0.0           0.0       
pegasus::transfer                         18        18        0       2.181     4.772     2.953         53.145    


# All (All)
Transformation                            Count     Succeeded Failed  Min       Max       Mean          Total     
dagman::post                              38        38        0       5.0       6.0       5.184         197.0     
example_workflow::analysisevent_0:1.0     1         1         0       0.64      0.64      0.64          0.64      
example_workflow::averageratioevent_0:1.0 1         1         0       77.617    77.617    77.617        77.617    
example_workflow::calculateratio_0:1.0    1         1         0       1310.916  1310.916  1310.916      1310.916  
example_workflow::generalinfo_0:1.0       1         1         0       285.25    285.25    285.25        285.25    
example_workflow::init_0:1.0              1         1         0       42.72     42.72     42.72         42.72     
example_workflow::mediancpu_0:1.0         1         1         0       551.336   551.336   551.336       551.336   
example_workflow::medianmemory_0:1.0      1         1         0       556.937   556.937   556.937       556.937   
example_workflow::statscpumemory_0:1.0    1         1         0       611.217   611.217   611.217       611.217   
example_workflow::taskevent_0:1.0         1         1         0       1039.133  1039.133  1039.133      1039.133  
example_workflow::terminate_0:1.0         1         1         0       0.639     0.639     0.639         0.639     
pegasus::cleanup                          10        10        0       0.0       8.188     4.572         45.725    
pegasus::dirmanager                       1         1         0       0.0       0.0       0.0           0.0       
pegasus::transfer                         18        18        0       2.181     4.772     2.953         53.145    
