1462412207 INTERNAL *** MONITORD_STARTED ***
1462412206 INTERNAL *** DAGMAN_STARTED 1797.0 ***
1462412210 create_dir_example_workflow_0_local SUBMIT 1798.0 local - 1
1462412210 stage_worker_local_example_workflow_0_local SUBMIT 1799.0 local - 2
1462412215 create_dir_example_workflow_0_local EXECUTE 1798.0 local - 1
1462412215 stage_worker_local_example_workflow_0_local EXECUTE 1799.0 local - 2
1462412215 stage_worker_local_example_workflow_0_local JOB_TERMINATED 1799.0 local - 2
1462412215 stage_worker_local_example_workflow_0_local JOB_SUCCESS 0 local - 2
1462412215 create_dir_example_workflow_0_local JOB_TERMINATED 1798.0 local - 1
1462412215 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1462412215 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 1798.0 local - 1
1462412220 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 1798.0 local - 1
1462412220 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1462412225 stage_in_local_local_0_0 SUBMIT 1800.0 local - 3
1462412225 stage_in_local_local_0_0 EXECUTE 1800.0 local - 3
1462412225 stage_in_remote_local_2_1 SUBMIT 1801.0 local - 4
1462412225 stage_in_local_local_1_1 SUBMIT 1802.0 local - 5
1462412225 stage_in_local_local_4_0 SUBMIT 1803.0 local - 6
1462412225 stage_in_local_local_1_0 SUBMIT 1804.0 local - 7
1462412230 stage_in_local_local_0_0 JOB_TERMINATED 1800.0 local - 3
1462412230 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1462412230 stage_in_local_local_0_0 POST_SCRIPT_STARTED 1800.0 local - 3
1462412230 stage_in_remote_local_2_1 EXECUTE 1801.0 local - 4
1462412230 stage_in_local_local_1_0 EXECUTE 1804.0 local - 7
1462412230 stage_in_local_local_4_0 EXECUTE 1803.0 local - 6
1462412230 stage_in_local_local_1_1 EXECUTE 1802.0 local - 5
1462412230 stage_in_local_local_4_0 JOB_TERMINATED 1803.0 local - 6
1462412230 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 6
1462412230 stage_in_local_local_4_0 POST_SCRIPT_STARTED 1803.0 local - 6
1462412230 stage_in_local_local_1_1 JOB_TERMINATED 1802.0 local - 5
1462412230 stage_in_local_local_1_1 JOB_SUCCESS 0 local - 5
1462412230 stage_in_local_local_1_1 POST_SCRIPT_STARTED 1802.0 local - 5
1462412230 stage_in_remote_local_0_1 SUBMIT 1805.0 local - 8
1462412230 stage_in_local_local_2_0 SUBMIT 1806.0 local - 9
