1461540301 INTERNAL *** MONITORD_STARTED ***
1461540300 INTERNAL *** DAGMAN_STARTED 1189.0 ***
1461540304 create_dir_example_workflow_0_local SUBMIT 1190.0 local - 1
1461540304 stage_worker_local_example_workflow_0_local SUBMIT 1191.0 local - 2
1461540309 create_dir_example_workflow_0_local EXECUTE 1190.0 local - 1
1461540309 stage_worker_local_example_workflow_0_local EXECUTE 1191.0 local - 2
1461540309 stage_worker_local_example_workflow_0_local JOB_TERMINATED 1191.0 local - 2
1461540309 stage_worker_local_example_workflow_0_local JOB_SUCCESS 0 local - 2
1461540309 create_dir_example_workflow_0_local JOB_TERMINATED 1190.0 local - 1
1461540309 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1461540309 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 1190.0 local - 1
1461540314 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 1190.0 local - 1
1461540314 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1461540319 stage_in_local_local_0_1 SUBMIT 1192.0 local - 3
1461540319 stage_in_local_local_0_1 EXECUTE 1192.0 local - 3
1461540319 stage_in_local_local_0_0 SUBMIT 1193.0 local - 4
1461540319 stage_in_remote_local_0_1 SUBMIT 1194.0 local - 5
1461540319 stage_in_remote_local_0_0 SUBMIT 1195.0 local - 6
1461540324 stage_in_local_local_0_1 JOB_TERMINATED 1192.0 local - 3
1461540324 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 3
1461540324 stage_in_local_local_0_1 POST_SCRIPT_STARTED 1192.0 local - 3
1461540324 stage_in_local_local_0_0 EXECUTE 1193.0 local - 4
1461540324 stage_in_remote_local_0_0 EXECUTE 1195.0 local - 6
1461540324 stage_in_remote_local_0_1 EXECUTE 1194.0 local - 5
1461540329 stage_in_local_local_0_1 POST_SCRIPT_TERMINATED 1192.0 local - 3
1461540329 stage_in_local_local_0_1 POST_SCRIPT_SUCCESS 0 local - 3
1461540329 stage_in_local_local_0_0 JOB_TERMINATED 1193.0 local - 4
1461540329 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 4
1461540329 stage_in_local_local_0_0 POST_SCRIPT_STARTED 1193.0 local - 4
1461540329 stage_in_remote_local_0_0 JOB_TERMINATED 1195.0 local - 6
1461540329 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 6
1461540329 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 1195.0 local - 6
1461540329 stage_in_remote_local_0_1 JOB_TERMINATED 1194.0 local - 5
1461540329 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 5
1461540329 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 1194.0 local - 5
1461540334 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 1195.0 local - 6
1461540334 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1461540334 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 1193.0 local - 4
1461540334 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1461540334 stage_in_remote_local_0_1 POST_SCRIPT_TERMINATED 1194.0 local - 5
1461540334 stage_in_remote_local_0_1 POST_SCRIPT_SUCCESS 0 local - 5
1461540340 import_1_ID0000002 SUBMIT 1196.0 condorpool - 7
1461540340 import_6_ID0000007 SUBMIT 1197.0 condorpool - 8
1461540340 import_7_ID0000008 SUBMIT 1198.0 condorpool - 9
1461540340 import_0_ID0000001 SUBMIT 1199.0 condorpool - 10
1461540340 import_4_ID0000005 SUBMIT 1200.0 condorpool - 11
1461540345 import_6_ID0000007 EXECUTE 1197.0 condorpool - 8
1461540345 import_0_ID0000001 EXECUTE 1199.0 condorpool - 10
1461540345 import_1_ID0000002 EXECUTE 1196.0 condorpool - 7
1461540345 import_4_ID0000005 EXECUTE 1200.0 condorpool - 11
1461540345 import_7_ID0000008 EXECUTE 1198.0 condorpool - 9
1461540345 import_8_ID0000009 SUBMIT 1201.0 condorpool - 12
1461540345 import_5_ID0000006 SUBMIT 1202.0 condorpool - 13
1461540345 import_3_ID0000004 SUBMIT 1203.0 condorpool - 14
1461540345 import_2_ID0000003 SUBMIT 1204.0 condorpool - 15
1461540345 import_9_ID0000010 SUBMIT 1205.0 condorpool - 16
1461540365 import_8_ID0000009 EXECUTE 1201.0 condorpool - 12
1461540365 import_5_ID0000006 EXECUTE 1202.0 condorpool - 13
1461540365 import_2_ID0000003 EXECUTE 1204.0 condorpool - 15
1461540365 import_3_ID0000004 EXECUTE 1203.0 condorpool - 14
1461540365 import_9_ID0000010 EXECUTE 1205.0 condorpool - 16
1461541421 import_7_ID0000008 JOB_TERMINATED 1198.0 condorpool - 9
1461541421 import_7_ID0000008 JOB_SUCCESS 0 condorpool - 9
1461541421 import_7_ID0000008 POST_SCRIPT_STARTED 1198.0 condorpool - 9
1461541426 import_7_ID0000008 POST_SCRIPT_TERMINATED 1198.0 condorpool - 9
1461541426 import_7_ID0000008 POST_SCRIPT_SUCCESS 0 condorpool - 9
1461541426 import_4_ID0000005 JOB_TERMINATED 1200.0 condorpool - 11
1461541426 import_4_ID0000005 JOB_SUCCESS 0 condorpool - 11
1461541426 import_4_ID0000005 POST_SCRIPT_STARTED 1200.0 condorpool - 11
1461541431 import_4_ID0000005 POST_SCRIPT_TERMINATED 1200.0 condorpool - 11
1461541431 import_4_ID0000005 POST_SCRIPT_SUCCESS 0 condorpool - 11
1461541431 import_6_ID0000007 JOB_TERMINATED 1197.0 condorpool - 8
1461541431 import_6_ID0000007 JOB_SUCCESS 0 condorpool - 8
1461541431 import_6_ID0000007 POST_SCRIPT_STARTED 1197.0 condorpool - 8
1461541431 import_1_ID0000002 JOB_TERMINATED 1196.0 condorpool - 7
1461541431 import_1_ID0000002 JOB_SUCCESS 0 condorpool - 7
1461541431 import_1_ID0000002 POST_SCRIPT_STARTED 1196.0 condorpool - 7
1461541436 import_6_ID0000007 POST_SCRIPT_TERMINATED 1197.0 condorpool - 8
1461541436 import_6_ID0000007 POST_SCRIPT_SUCCESS 0 condorpool - 8
1461541436 import_1_ID0000002 POST_SCRIPT_TERMINATED 1196.0 condorpool - 7
1461541436 import_1_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 7
1461541436 import_0_ID0000001 JOB_TERMINATED 1199.0 condorpool - 10
1461541436 import_0_ID0000001 JOB_SUCCESS 0 condorpool - 10
1461541436 import_0_ID0000001 POST_SCRIPT_STARTED 1199.0 condorpool - 10
1461541441 import_0_ID0000001 POST_SCRIPT_TERMINATED 1199.0 condorpool - 10
1461541441 import_0_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 10
1461541446 import_3_ID0000004 JOB_TERMINATED 1203.0 condorpool - 14
1461541446 import_3_ID0000004 JOB_SUCCESS 0 condorpool - 14
1461541446 import_3_ID0000004 POST_SCRIPT_STARTED 1203.0 condorpool - 14
1461541446 import_8_ID0000009 JOB_TERMINATED 1201.0 condorpool - 12
1461541446 import_8_ID0000009 JOB_SUCCESS 0 condorpool - 12
1461541446 import_8_ID0000009 POST_SCRIPT_STARTED 1201.0 condorpool - 12
1461541446 clean_up_local_level_3_0 SUBMIT 1206.0 local - 17
1461541451 clean_up_local_level_3_0 EXECUTE 1206.0 local - 17
1461541451 import_2_ID0000003 JOB_TERMINATED 1204.0 condorpool - 15
1461541451 import_2_ID0000003 JOB_SUCCESS 0 condorpool - 15
1461541451 import_2_ID0000003 POST_SCRIPT_STARTED 1204.0 condorpool - 15
1461541451 import_8_ID0000009 POST_SCRIPT_TERMINATED 1201.0 condorpool - 12
1461541451 import_8_ID0000009 POST_SCRIPT_SUCCESS 0 condorpool - 12
1461541451 import_3_ID0000004 POST_SCRIPT_TERMINATED 1203.0 condorpool - 14
1461541451 import_3_ID0000004 POST_SCRIPT_SUCCESS 0 condorpool - 14
1461541451 import_9_ID0000010 JOB_TERMINATED 1205.0 condorpool - 16
1461541451 import_9_ID0000010 JOB_SUCCESS 0 condorpool - 16
1461541451 import_9_ID0000010 POST_SCRIPT_STARTED 1205.0 condorpool - 16
1461541451 import_5_ID0000006 JOB_TERMINATED 1202.0 condorpool - 13
1461541451 import_5_ID0000006 JOB_SUCCESS 0 condorpool - 13
1461541451 import_5_ID0000006 POST_SCRIPT_STARTED 1202.0 condorpool - 13
1461541456 import_2_ID0000003 POST_SCRIPT_TERMINATED 1204.0 condorpool - 15
1461541456 import_2_ID0000003 POST_SCRIPT_SUCCESS 0 condorpool - 15
1461541456 import_9_ID0000010 POST_SCRIPT_TERMINATED 1205.0 condorpool - 16
1461541456 import_9_ID0000010 POST_SCRIPT_SUCCESS 0 condorpool - 16
1461541456 import_5_ID0000006 POST_SCRIPT_TERMINATED 1202.0 condorpool - 13
1461541456 import_5_ID0000006 POST_SCRIPT_SUCCESS 0 condorpool - 13
1461541461 clean_up_local_level_3_0 JOB_TERMINATED 1206.0 local - 17
1461541461 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 17
1461541461 clean_up_local_level_3_0 POST_SCRIPT_STARTED 1206.0 local - 17
1461541461 clean_up_local_level_3_1 SUBMIT 1207.0 local - 18
1461541466 clean_up_local_level_3_1 EXECUTE 1207.0 local - 18
1461541466 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 1206.0 local - 17
1461541466 clean_up_local_level_3_0 POST_SCRIPT_SUCCESS 0 local - 17
1461541476 clean_up_local_level_3_1 JOB_TERMINATED 1207.0 local - 18
1461541476 clean_up_local_level_3_1 JOB_SUCCESS 0 local - 18
1461541476 clean_up_local_level_3_1 POST_SCRIPT_STARTED 1207.0 local - 18
1461541481 clean_up_local_level_3_1 POST_SCRIPT_TERMINATED 1207.0 local - 18
1461541481 clean_up_local_level_3_1 POST_SCRIPT_SUCCESS 0 local - 18
1461541486 cleanup_example_workflow_0_local SUBMIT 1208.0 local - 19
1461541491 cleanup_example_workflow_0_local EXECUTE 1208.0 local - 19
1461541491 cleanup_example_workflow_0_local JOB_TERMINATED 1208.0 local - 19
1461541491 cleanup_example_workflow_0_local JOB_SUCCESS 0 local - 19
1461541491 INTERNAL *** DAGMAN_FINISHED 0 ***
1461541493 INTERNAL *** MONITORD_FINISHED 0 ***
