1484614746 INTERNAL *** MONITORD_STARTED ***
1484614744 INTERNAL *** DAGMAN_STARTED 10514.0 ***
1484614748 create_dir_example_workflow_0_local SUBMIT 10515.0 local - 1
1484614753 create_dir_example_workflow_0_local EXECUTE 10515.0 local - 1
1484614753 create_dir_example_workflow_0_local JOB_TERMINATED 10515.0 local - 1
1484614753 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1484614753 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 10515.0 local - 1
1484614758 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 10515.0 local - 1
1484614758 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1484614764 stage_in_local_local_0_0 SUBMIT 10516.0 local - 2
1484614764 stage_in_local_local_4_0 SUBMIT 10517.0 local - 3
1484614764 stage_in_local_local_0_0 EXECUTE 10516.0 local - 2
1484614764 stage_in_local_local_1_0 SUBMIT 10518.0 local - 4
1484614764 stage_in_local_local_2_0 SUBMIT 10519.0 local - 5
1484614764 stage_in_local_local_2_1 SUBMIT 10520.0 local - 6
1484614769 stage_in_local_local_0_0 JOB_TERMINATED 10516.0 local - 2
1484614769 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1484614769 stage_in_local_local_0_0 POST_SCRIPT_STARTED 10516.0 local - 2
1484614769 stage_in_local_local_1_0 EXECUTE 10518.0 local - 4
1484614769 stage_in_local_local_4_0 EXECUTE 10517.0 local - 3
1484614769 stage_in_local_local_2_1 EXECUTE 10520.0 local - 6
1484614769 stage_in_local_local_2_0 EXECUTE 10519.0 local - 5
1484614769 stage_in_local_local_1_0 JOB_TERMINATED 10518.0 local - 4
1484614769 stage_in_local_local_1_0 JOB_SUCCESS 0 local - 4
1484614769 stage_in_local_local_1_0 POST_SCRIPT_STARTED 10518.0 local - 4
1484614769 stage_in_local_local_4_0 JOB_TERMINATED 10517.0 local - 3
1484614769 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 3
1484614769 stage_in_local_local_4_0 POST_SCRIPT_STARTED 10517.0 local - 3
1484614769 stage_in_local_local_2_1 JOB_TERMINATED 10520.0 local - 6
1484614769 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 6
1484614769 stage_in_local_local_2_1 POST_SCRIPT_STARTED 10520.0 local - 6
1484614769 stage_in_remote_local_1_0 SUBMIT 10521.0 local - 7
1484614769 stage_in_local_local_3_1 SUBMIT 10522.0 local - 8
1484614769 stage_in_local_local_3_0 SUBMIT 10523.0 local - 9
1484614769 stage_in_remote_local_3_1 SUBMIT 10524.0 local - 10
1484614769 stage_in_remote_local_3_0 SUBMIT 10525.0 local - 11
1484614774 stage_in_local_local_1_0 POST_SCRIPT_TERMINATED 10518.0 local - 4
1484614774 stage_in_local_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1484614774 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 10516.0 local - 2
1484614774 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1484614774 stage_in_local_local_4_0 POST_SCRIPT_TERMINATED 10517.0 local - 3
1484614774 stage_in_local_local_4_0 POST_SCRIPT_SUCCESS 0 local - 3
1484614774 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 10520.0 local - 6
1484614774 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 6
1484614774 stage_in_local_local_2_0 JOB_TERMINATED 10519.0 local - 5
1484614774 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 5
1484614774 stage_in_local_local_2_0 POST_SCRIPT_STARTED 10519.0 local - 5
1484614774 stage_in_remote_local_3_1 EXECUTE 10524.0 local - 10
1484614774 stage_in_remote_local_1_0 EXECUTE 10521.0 local - 7
1484614774 stage_in_local_local_3_0 EXECUTE 10523.0 local - 9
1484614774 stage_in_remote_local_3_0 EXECUTE 10525.0 local - 11
1484614774 stage_in_local_local_3_1 EXECUTE 10522.0 local - 8
1484614774 stage_in_remote_local_1_0 JOB_TERMINATED 10521.0 local - 7
1484614774 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 7
1484614774 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 10521.0 local - 7
1484614774 stage_in_local_local_3_1 JOB_TERMINATED 10522.0 local - 8
1484614774 stage_in_local_local_3_1 JOB_SUCCESS 0 local - 8
1484614774 stage_in_local_local_3_1 POST_SCRIPT_STARTED 10522.0 local - 8
1484614774 stage_in_remote_local_3_1 JOB_TERMINATED 10524.0 local - 10
1484614774 stage_in_remote_local_3_1 JOB_SUCCESS 0 local - 10
1484614774 stage_in_remote_local_3_1 POST_SCRIPT_STARTED 10524.0 local - 10
1484614780 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 10519.0 local - 5
1484614780 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 5
1484614780 stage_in_local_local_3_1 POST_SCRIPT_TERMINATED 10522.0 local - 8
1484614780 stage_in_local_local_3_1 POST_SCRIPT_SUCCESS 0 local - 8
1484614780 stage_in_remote_local_3_1 POST_SCRIPT_TERMINATED 10524.0 local - 10
1484614780 stage_in_remote_local_3_1 POST_SCRIPT_SUCCESS 0 local - 10
1484614780 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 10521.0 local - 7
1484614780 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 7
1484614780 stage_in_local_local_3_0 JOB_TERMINATED 10523.0 local - 9
1484614780 stage_in_local_local_3_0 JOB_SUCCESS 0 local - 9
1484614780 stage_in_local_local_3_0 POST_SCRIPT_STARTED 10523.0 local - 9
1484614780 stage_in_remote_local_3_0 JOB_TERMINATED 10525.0 local - 11
1484614780 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 11
1484614780 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 10525.0 local - 11
1484614780 init_0_ID0000001 SUBMIT 10526.0 condorpool - 12
1484614785 stage_in_local_local_3_0 POST_SCRIPT_TERMINATED 10523.0 local - 9
1484614785 stage_in_local_local_3_0 POST_SCRIPT_SUCCESS 0 local - 9
1484614785 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 10525.0 local - 11
1484614785 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 11
1484614785 init_0_ID0000001 EXECUTE 10526.0 condorpool - 12
1484615316 init_0_ID0000001 JOB_TERMINATED 10526.0 condorpool - 12
1484615316 init_0_ID0000001 JOB_SUCCESS 0 condorpool - 12
1484615316 init_0_ID0000001 POST_SCRIPT_STARTED 10526.0 condorpool - 12
1484615321 init_0_ID0000001 POST_SCRIPT_TERMINATED 10526.0 condorpool - 12
1484615321 init_0_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 12
1484615326 clean_up_local_level_3_0 SUBMIT 10527.0 local - 13
1484615326 clean_up_local_level_3_0 EXECUTE 10527.0 local - 13
1484615326 computeusergroup_0_ID0000002 SUBMIT 10528.0 condorpool - 14
1484615331 computeusergroup_0_ID0000002 EXECUTE 10528.0 condorpool - 14
1484615331 clean_up_local_level_3_0 JOB_TERMINATED 10527.0 local - 13
1484615331 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 13
1484615331 clean_up_local_level_3_0 POST_SCRIPT_STARTED 10527.0 local - 13
1484615336 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 10527.0 local - 13
1484615336 clean_up_local_level_3_0 POST_SCRIPT_SUCCESS 0 local - 13
1484619005 computeusergroup_0_ID0000002 JOB_TERMINATED 10528.0 condorpool - 14
1484619005 computeusergroup_0_ID0000002 JOB_SUCCESS 0 condorpool - 14
1484619005 computeusergroup_0_ID0000002 POST_SCRIPT_STARTED 10528.0 condorpool - 14
1484619010 computeusergroup_0_ID0000002 POST_SCRIPT_TERMINATED 10528.0 condorpool - 14
1484619010 computeusergroup_0_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 14
1484619015 clean_up_local_level_4_0 SUBMIT 10529.0 local - 15
1484619015 clean_up_local_level_4_0 EXECUTE 10529.0 local - 15
1484619015 sessioncompute_1_ID0000004 SUBMIT 10530.0 condorpool - 16
