1484694104 INTERNAL *** MONITORD_STARTED ***
1484694102 INTERNAL *** DAGMAN_STARTED 10669.0 ***
1484694106 create_dir_example_workflow_0_local SUBMIT 10670.0 local - 1
1484694111 create_dir_example_workflow_0_local EXECUTE 10670.0 local - 1
1484694111 create_dir_example_workflow_0_local JOB_TERMINATED 10670.0 local - 1
1484694111 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1484694111 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 10670.0 local - 1
1484694116 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 10670.0 local - 1
1484694116 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1484694122 stage_in_local_local_0_0 SUBMIT 10671.0 local - 2
1484694122 stage_in_local_local_0_0 EXECUTE 10671.0 local - 2
1484694122 stage_in_local_local_4_0 SUBMIT 10672.0 local - 3
1484694122 stage_in_local_local_1_0 SUBMIT 10673.0 local - 4
1484694122 stage_in_local_local_2_0 SUBMIT 10674.0 local - 5
1484694122 stage_in_local_local_2_1 SUBMIT 10675.0 local - 6
1484694127 stage_in_local_local_0_0 JOB_TERMINATED 10671.0 local - 2
1484694127 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1484694127 stage_in_local_local_0_0 POST_SCRIPT_STARTED 10671.0 local - 2
1484694127 stage_in_local_local_1_0 EXECUTE 10673.0 local - 4
1484694127 stage_in_local_local_4_0 EXECUTE 10672.0 local - 3
1484694127 stage_in_local_local_2_1 EXECUTE 10675.0 local - 6
1484694127 stage_in_local_local_2_0 EXECUTE 10674.0 local - 5
1484694127 stage_in_local_local_2_1 JOB_TERMINATED 10675.0 local - 6
1484694127 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 6
1484694127 stage_in_local_local_2_1 POST_SCRIPT_STARTED 10675.0 local - 6
1484694127 stage_in_local_local_1_0 JOB_TERMINATED 10673.0 local - 4
1484694127 stage_in_local_local_1_0 JOB_SUCCESS 0 local - 4
1484694127 stage_in_local_local_1_0 POST_SCRIPT_STARTED 10673.0 local - 4
1484694127 stage_in_local_local_4_0 JOB_TERMINATED 10672.0 local - 3
1484694127 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 3
1484694127 stage_in_local_local_4_0 POST_SCRIPT_STARTED 10672.0 local - 3
