
# Transformation - name of the transformation.
# Count          - the number of times the invocations corresponding to
#                  the transformation was executed.
# Succeeded      - the count of the succeeded invocations corresponding
#                  to the transformation.
# Failed         - the count of the failed invocations corresponding to
#                  the transformation.
# Min(sec)       - the minimum invocation runtime value corresponding
#                  to the transformation.
# Max(sec)       - the maximum invocation runtime value corresponding
#                  to the transformation.
# Mean(sec)      - the mean of the invocation runtime corresponding
#                  to the transformation.
# Total(sec)     - the cumulative of invocation runtime corresponding
#                  to the transformation.

# 1e95652d-ddf7-4707-8558-574799bd047d (example_workflow)
Transformation                   Count     Succeeded Failed  Min       Max       Mean          Total     
dagman::post                     20        20        0       5.0       6.0       5.05          101.0     
pegasus::cleanup                 7         7         0       0.0       4.378     2.493         17.452    
pegasus::dirmanager              1         1         0       0.0       0.0       0.0           0.0       
pegasus::transfer                8         8         0       2.24      2.604     2.415         19.323    
wikiflow::computeusergroup_0:1.0 1         1         0       9731.756  9731.756  9731.756      9731.756  
wikiflow::init_0:1.0             1         1         0       403.181   403.181   403.181       403.181   
wikiflow::longestsession_0:1.0   1         1         0       24.275    24.275    24.275        24.275    
wikiflow::sessioncompute_0:1.0   1         1         0       2649.478  2649.478  2649.478      2649.478  
wikiflow::terminate_0:1.0        1         1         0       0.658     0.658     0.658         0.658     


# All (All)
Transformation                   Count     Succeeded Failed  Min       Max       Mean          Total     
dagman::post                     20        20        0       5.0       6.0       5.05          101.0     
pegasus::cleanup                 7         7         0       0.0       4.378     2.493         17.452    
pegasus::dirmanager              1         1         0       0.0       0.0       0.0           0.0       
pegasus::transfer                8         8         0       2.24      2.604     2.415         19.323    
wikiflow::computeusergroup_0:1.0 1         1         0       9731.756  9731.756  9731.756      9731.756  
wikiflow::init_0:1.0             1         1         0       403.181   403.181   403.181       403.181   
wikiflow::longestsession_0:1.0   1         1         0       24.275    24.275    24.275        24.275    
wikiflow::sessioncompute_0:1.0   1         1         0       2649.478  2649.478  2649.478      2649.478  
wikiflow::terminate_0:1.0        1         1         0       0.658     0.658     0.658         0.658     
