1484680068 INTERNAL *** MONITORD_STARTED ***
1484680066 INTERNAL *** DAGMAN_STARTED 10607.0 ***
1484680070 create_dir_example_workflow_0_local SUBMIT 10608.0 local - 1
1484680075 create_dir_example_workflow_0_local EXECUTE 10608.0 local - 1
1484680075 create_dir_example_workflow_0_local JOB_TERMINATED 10608.0 local - 1
1484680075 create_dir_example_workflow_0_local JOB_SUCCESS 0 local - 1
1484680075 create_dir_example_workflow_0_local POST_SCRIPT_STARTED 10608.0 local - 1
1484680080 create_dir_example_workflow_0_local POST_SCRIPT_TERMINATED 10608.0 local - 1
1484680080 create_dir_example_workflow_0_local POST_SCRIPT_SUCCESS 0 local - 1
1484680085 stage_in_local_local_0_0 SUBMIT 10609.0 local - 2
1484680085 stage_in_local_local_0_0 EXECUTE 10609.0 local - 2
1484680085 stage_in_local_local_4_0 SUBMIT 10610.0 local - 3
1484680085 stage_in_local_local_1_0 SUBMIT 10611.0 local - 4
1484680085 stage_in_local_local_2_0 SUBMIT 10612.0 local - 5
1484680085 stage_in_local_local_2_1 SUBMIT 10613.0 local - 6
1484680091 stage_in_local_local_0_0 JOB_TERMINATED 10609.0 local - 2
1484680091 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 2
1484680091 stage_in_local_local_0_0 POST_SCRIPT_STARTED 10609.0 local - 2
1484680091 stage_in_local_local_1_0 EXECUTE 10611.0 local - 4
1484680091 stage_in_local_local_2_1 EXECUTE 10613.0 local - 6
1484680091 stage_in_local_local_4_0 EXECUTE 10610.0 local - 3
1484680091 stage_in_local_local_2_0 EXECUTE 10612.0 local - 5
1484680091 stage_in_local_local_4_0 JOB_TERMINATED 10610.0 local - 3
1484680091 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 3
1484680091 stage_in_local_local_4_0 POST_SCRIPT_STARTED 10610.0 local - 3
1484680091 stage_in_local_local_2_1 JOB_TERMINATED 10613.0 local - 6
1484680091 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 6
1484680091 stage_in_local_local_2_1 POST_SCRIPT_STARTED 10613.0 local - 6
1484680091 stage_in_local_local_1_0 JOB_TERMINATED 10611.0 local - 4
1484680091 stage_in_local_local_1_0 JOB_SUCCESS 0 local - 4
1484680091 stage_in_local_local_1_0 POST_SCRIPT_STARTED 10611.0 local - 4
1484680091 stage_in_remote_local_1_0 SUBMIT 10614.0 local - 7
1484680091 stage_in_remote_local_1_0 EXECUTE 10614.0 local - 7
1484680091 stage_in_local_local_3_1 SUBMIT 10615.0 local - 8
1484680091 stage_in_local_local_3_1 EXECUTE 10615.0 local - 8
1484680091 stage_in_local_local_3_0 SUBMIT 10616.0 local - 9
1484680091 stage_in_local_local_3_0 EXECUTE 10616.0 local - 9
1484680091 stage_in_remote_local_3_1 SUBMIT 10617.0 local - 10
1484680091 stage_in_remote_local_3_0 SUBMIT 10618.0 local - 11
1484680096 stage_in_local_local_4_0 POST_SCRIPT_TERMINATED 10610.0 local - 3
1484680096 stage_in_local_local_4_0 POST_SCRIPT_SUCCESS 0 local - 3
1484680096 stage_in_local_local_1_0 POST_SCRIPT_TERMINATED 10611.0 local - 4
1484680096 stage_in_local_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1484680096 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 10609.0 local - 2
1484680096 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1484680096 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 10613.0 local - 6
1484680096 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 6
1484680096 stage_in_local_local_2_0 JOB_TERMINATED 10612.0 local - 5
1484680096 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 5
1484680096 stage_in_local_local_2_0 POST_SCRIPT_STARTED 10612.0 local - 5
1484680096 stage_in_remote_local_3_1 EXECUTE 10617.0 local - 10
1484680096 stage_in_remote_local_3_0 EXECUTE 10618.0 local - 11
1484680096 stage_in_remote_local_1_0 JOB_TERMINATED 10614.0 local - 7
1484680096 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 7
1484680096 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 10614.0 local - 7
1484680096 stage_in_local_local_3_1 JOB_TERMINATED 10615.0 local - 8
1484680096 stage_in_local_local_3_1 JOB_SUCCESS 0 local - 8
1484680096 stage_in_local_local_3_1 POST_SCRIPT_STARTED 10615.0 local - 8
1484680096 stage_in_remote_local_3_1 JOB_TERMINATED 10617.0 local - 10
1484680096 stage_in_remote_local_3_1 JOB_SUCCESS 0 local - 10
1484680096 stage_in_remote_local_3_1 POST_SCRIPT_STARTED 10617.0 local - 10
1484680096 stage_in_local_local_3_0 JOB_TERMINATED 10616.0 local - 9
1484680096 stage_in_local_local_3_0 JOB_SUCCESS 0 local - 9
1484680096 stage_in_local_local_3_0 POST_SCRIPT_STARTED 10616.0 local - 9
1484680096 stage_in_remote_local_3_0 JOB_TERMINATED 10618.0 local - 11
1484680096 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 11
1484680096 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 10618.0 local - 11
1484680101 stage_in_remote_local_3_1 POST_SCRIPT_TERMINATED 10617.0 local - 10
1484680101 stage_in_remote_local_3_1 POST_SCRIPT_SUCCESS 0 local - 10
1484680101 stage_in_local_local_3_1 POST_SCRIPT_TERMINATED 10615.0 local - 8
1484680101 stage_in_local_local_3_1 POST_SCRIPT_SUCCESS 0 local - 8
1484680101 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 10614.0 local - 7
