W-04 3644.483 3622.678 3692.932 3588.282 3706.801
W-05 3746.338 3684.928 3722.562 3796.019 3667.193
W-06 3833.098 3777.297 3850.834 3655.418 3948.177
W-07-A 3881.422 3781.036 3776.648 3921.009 3925.338
W-07-B 4155.786 4119.193 4163.975 4136.69 4155.579
W-08-A 3878.516 3942.327 3959.338 3940.352 4034.67
W-08-B 4040.56 4281.933 4190.99 3879.982 4311.222
W-09-A 3676.541 3701.891 3744.976 3754.089 3668.592
W-09-B 3818.798 3830.923 3724.388 3853.456 3819.91
W-10-A 3674.547 3784.619 3724.548 3719.683 3764.855
W-10-B 3834.439 3826.989 3645.578 3722.055 3749.647
W-11-A 3716.589 3782.286 3718.35 3733.325 3734.663
W-11-B 3766.498 3673.455 3692.496 3674.326 3629.136
