W-04 11382.9756 11266.8801789 11499.0710211 2
W-05 11509.344 11329.9971302 11688.6908698 2
W-06 3998.54266667 3946.91390362 4050.17142972 2
W-07-A 12790.3928 12642.0025187 12938.7830813 None
W-07-B 13941.4418 13825.5628006 14057.3207994 None
W-08-A 5000.90793333 4981.41079061 5020.40507606 None
W-08-B 5106.8518 5072.58273693 5141.12086307 None
W-09-A 14116.1554 13950.5214715 14281.7893285 None
W-09-B 13922.5 13308.9450003 14536.0549997 None
W-10-A 1866.91075556 1840.86436456 1892.95714655 None
W-10-B 1659.42055556 1613.35403041 1705.4870807 None
W-11-A 1881.85953333 1863.29524577 1900.4238209 None
W-11-B 1651.77133333 1629.38794827 1674.1547184 None
