W-04 7958.914 8060.836 8023.2 7978.019 7941.749
W-05 8110.925 8171.734 7913.792 8092.378 8082.434
W-06 7992.534 8255.006 7897.078 8092.58 8176.161
W-07-A 8285.983 8381.226 8291.171 8513.671 8315.351
W-07-B 8395.311 8364.226 8361.82 8393.067 8204.814
W-08-A 8378.445 8338.669 8331.751 8365.427 8588.433
W-08-B 8749.094 8504.148 8423.363 8540.372 8481.531
W-09-A 8073.545 7990.026 8299.466 8007.616 8031.924
W-09-B 8174.319 8033.75 8130.203 8050.431 8003.38
W-10-A 8298.53 8191.953 8148.276 8260.065 8102.199
W-10-B 8100.48 8091.115 7876.867 7995.341 8261.376
W-11-A 8238.704 8094.554 8218.241 8232.84 8027.325
W-11-B 8012.293 7943.087 8117.649 8031.122 8076.17
