W-04 588.988 587.508 593.521 588.538 595.024
W-05 592.062 592.523 589.033 598.023 590.536
W-06 891.983 886.763 896.451 875.936 896.962
W-07-A 603.887 608.857 607.946 602.431 605.394
W-07-B 607.446 611.947 607.98 606.39 609.426
W-08-A 609.374 606.896 608.984 599.343 606.868
W-08-B 612.864 620.911 622.974 1.156 618.434
W-09-A 319.014 345.08 308.502 330.048 333.557
W-09-B 376.145 319.027 353.049 350.55 353.586
W-10-A 394.28 394.739 416.646 423.676 0.639
W-10-B 400.767 1.274 0.644 425.677 375.074
W-11-A 1.14 7.251 609.423 662.943 1.768
W-11-B 651.098 7.129 1.757 1.786 560.344
