W-04 7744.2212 7596.29857876 7892.14382124 2
W-05 7888.9164 7803.03675608 7974.79604392 2
W-06 8042.5628 7832.08256839 8253.04303161 2
W-07-A 8136.5942 8042.35619049 8230.83220951 None
W-07-B 8150.8384 8051.51313412 8250.16366588 None
W-08-A 8298.0662 8246.69444113 8349.43795887 None
W-08-B 8502.1134 8123.38685313 8880.83994687 None
W-09-A 7956.901 7884.85645701 8028.94554299 None
W-09-B 7829.8624 7685.13496141 7974.58983859 None
W-10-A 7984.5502 7862.31486945 8106.78553055 None
W-10-B 7782.7328 7676.51701418 7888.94858582 None
W-11-A 7988.621 7854.34032201 8122.90167799 None
W-11-B 7825.306 7729.27027591 7921.34172409 None
