W-04 0.629 0.632 0.632 0.623 0.622
W-05 0.647 0.663 0.647 0.663 0.652
W-06 0.613 0.612 0.651 0.663 0.602
W-07-A 2.64 2.649 2.646 2.117 2.131
W-07-B 2.642 2.124 2.107 2.649 2.641
W-08-A 0.649 0.648 0.648 0.651 0.642
W-08-B 0.669 0.623 0.612 0.681 0.611
W-09-A 0.618 0.656 0.616 0.656 0.632
W-09-B 0.644 0.65 0.656 0.661 0.64
W-10-A 0.63 0.624 0.631 0.629 0.629
W-10-B 0.619 1.261 0.623 0.666 0.622
W-11-A 0.668 0.646 0.662 0.622 0.656
W-11-B 0.626 0.617 0.657 0.627 0.663
