W-04 7819.307 7846.153 7748.016 7679.509 7787.452
W-05 7812.23 7679.05 7790.156 8000.711 7815.098
W-06 7951.015 8098.056 7852.646 8120.724 7933.613
W-07-A 8461.03 8171.162 8165.688 8252.917 8083.938
W-07-B 8448.329 8323.229 8196.99 8163.848 8174.885
W-08-A 8405.137 8379.876 8368.312 8538.956 8482.118
W-08-B 8413.034 8339.208 8040.19 8271.343 8075.871
W-09-A 8175.948 8157.827 7948.223 8049.067 8189.413
W-09-B 7998.63 8146.144 8212.729 7980.341 7884.056
W-10-A 8162.608 8167.232 8121.097 8048.936 8077.445
W-10-B 7955.65 8034.578 7871.168 7855.392 8021.57
W-11-A 8040.971 8196.297 7996.411 8024.673 8212.53
W-11-B 7971.851 7912.71 8020.322 8014.564 7961.176
