W-04 7776.0874 7695.08924254 7857.08555746 2
W-05 7819.449 7675.85428035 7963.04371965 2
W-06 7991.2108 7849.2003439 8133.2212561 2
W-07-A 8226.947 8048.31830558 8405.57569442 None
W-07-B 8261.4562 8109.49160877 8413.42079123 None
W-08-A 8434.8798 8344.05009022 8525.70950978 None
W-08-B 8227.9292 8024.94540819 8430.91299181 None
W-09-A 8104.0956 7975.87717703 8232.31402297 None
W-09-B 8044.38 7879.4265168 8209.3334832 None
W-10-A 8115.4636 8050.92802443 8179.99917557 None
W-10-B 7947.6716 7844.81999801 8050.52320199 None
W-11-A 8094.1764 7967.46612173 8220.88667827 None
W-11-B 7976.1246 7921.66757022 8030.58162978 None
