W-04 55404.0 55132.3053042 55675.6946958 2
W-05 40608.0 38120.1068761 43095.8931239 2
W-06 27228.0 26033.212084 28422.787916 2
W-07-A 59136.0 58896.9030965 59375.0969035 None
W-07-B 61716.0 60962.482824 62469.517176 None
W-08-A 30816.0 30652.7790286 30979.2209714 None
W-08-B 23172.0 22422.5449408 23921.4550592 None
W-09-A 45720.0 44926.3056839 46513.6943161 None
W-09-B 49428.0 47987.8196259 50868.1803741 None
W-10-A 16620.0 16322.0006404 16917.9993596 None
W-10-B 16104.0 15674.0900901 16533.9099099 None
W-11-A 16632.0 16269.3150684 16994.6849316 None
W-11-B 16020.0 15585.5950174 16454.4049826 None
