W-04 1224.163 1261.832 1248.94 1240.776 1244.501
W-05 1281.261 1302.097 1284.466 1263.217 1236.234
W-06 467.835 456.297333333 419.725666667 449.126 463.619
W-07-A 1321.163 1332.096 1334.509 1325.713 1351.434
W-07-B 2676.181 1516.757 2647.272 1364.236 2665.049
W-08-A 526.085333333 534.875333333 523.73 528.424666667 543.201666667
W-08-B 29.6963333333 29.232 29.8683333333 29.3413333333 29.0703333333
W-09-A 1426.36 1432.968 1417.54 1416.484 1422.514
W-09-B 3475.894 4529.957 2837.093 3420.26 3878.258
W-10-A 0.656 0.66125 0.663 0.65775 0.659
W-10-B 0.66625 0.666 0.66675 0.676 0.661
W-11-A 0.68925 0.67225 0.68 0.67075 0.6855
W-11-B 0.678 0.66875 0.67975 0.6975 0.702
