W-04 7992.5436 7931.9506763 8053.1365237 2
W-05 8074.2526 7954.84841908 8193.65678092 2
W-06 8082.6718 7905.86285658 8259.48074342 2
W-07-A 8357.4804 8239.28882741 8475.67197259 None
W-07-B 8343.8476 8245.41163891 8442.28356109 None
W-08-A 8400.545 8267.99360504 8533.09639496 None
W-08-B 8539.7016 8385.0805599 8694.3226401 None
W-09-A 8080.5154 7923.63798398 8237.39281602 None
W-09-B 8078.4166 7989.98803978 8166.84516022 None
W-10-A 8200.2046 8100.8309058 8299.5782942 None
W-10-B 8065.0358 7888.61597677 8241.45562323 None
W-11-A 8162.3328 8043.31649788 8281.34910212 None
W-11-B 8036.0642 7953.93863911 8118.18976089 None
