W-04 14728.1566 14554.9125347 14901.4006653 2
W-05 15187.2202 12786.5210317 17587.9193683 2
W-06 5854.0808 4954.49557013 6753.66602987 2
W-07-A 15515.9786 15359.4052062 15672.5519938 None
W-07-B 15794.4518 15237.9243501 16350.9792499 None
W-08-A 8383.04773333 8343.35855955 8422.73690712 None
W-08-B 1064.83413333 1020.07818311 1109.59008355 None
W-09-A 17717.592 17079.2806924 18355.9033076 None
W-09-B 19352.1978 17559.0558592 21145.3397408 None
W-10-A 0.704044444444 0.694352824888 0.713736064001 None
W-10-B 0.706866666667 0.69615281962 0.717580513713 None
W-11-A 0.707088888889 0.701527949394 0.712649828384 None
W-11-B 0.706288888889 0.693581111808 0.71899666597 None
