W-04 590.7158 586.576762798 594.854837202 2
W-05 592.4354 588.199504571 596.671295429 2
W-06 889.619 878.837852476 900.400147524 2
W-07-A 605.703 602.355219297 609.050780703 None
W-07-B 608.6378 605.969106384 611.306493616 None
W-08-A 606.293 601.259634441 611.326365559 None
W-08-B 495.2678 152.267061043 838.268538957 None
W-09-A 327.2402 309.847653066 344.632746934 None
W-09-B 350.4714 325.144536255 375.798263745 None
W-10-A 325.996 99.5801045181 552.411895482 None
W-10-B 240.6872 -31.9464195936 513.320819594 None
W-11-A 256.505 -174.503000573 687.513000573 None
W-11-B 244.4228 -167.043450262 655.889050262 None
